sex,subject,stem,provider,ukprn,region,yag,paye,polar,pa
Female,Law,Non-STEM,Anglia Ruskin University,10000291,East of England,1,19700,20.3,213.9780702
Female,Law,Non-STEM,Bangor University,10007857,Wales,1,14200,14.6,244.2776253
Female,Law,Non-STEM,Birkbeck College,10007760,London,1,24500,0,253.8452381
Female,Law,Non-STEM,Birmingham City University,10007140,West Midlands,1,17200,9.9,237.5448029
Female,Law,Non-STEM,Bournemouth University,10000824,South West,1,20100,13.3,258.3908046
Female,Law,Non-STEM,Brunel University London,10000961,London,1,19000,11.1,271.2091503
Female,Law,Non-STEM,Canterbury Christ Church University,10001143,South East,1,19000,24,215.745614
Female,Law,Non-STEM,Cardiff University,10007814,Wales,1,18200,8.9,244.2776253
Female,Law,Non-STEM,Coventry University,10001726,West Midlands,1,17900,9.1,231.25
Female,Law,Non-STEM,De Montfort University,10001883,East Midlands,1,15700,11.9,228.1944444
Female,Law,Non-STEM,Edge Hill University,10007823,North West,1,16400,16.9,212.7037037
Female,Law,Non-STEM,Edinburgh Napier University,10007772,Scotland,1,20800,0,244.2776253
Female,Law,Non-STEM,King's College London,10003645,London,1,26600,5.9,341.7156863
Female,Law,Non-STEM,Kingston University,10003678,London,1,17500,14.9,226.2954545
Female,Law,Non-STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,1,15900,9.1,226.7222222
Female,Law,Non-STEM,Liverpool John Moores University,10003957,North West,1,16100,13.4,236.3049096
Female,Law,Non-STEM,London Metropolitan University,10004048,London,1,16800,26.5,184.3207071
Female,Law,Non-STEM,London School of Economics and Political Science,10004063,London,1,23700,6.3,357.254902
Female,Law,Non-STEM,London South Bank University,10004078,London,1,21200,11.7,189.0095785
Female,Law,Non-STEM,Middlesex University,10004351,London,1,23000,10.5,198.25
Female,Law,Non-STEM,Oxford Brookes University,10004930,South East,1,19700,10,273.3194444
Female,Law,Non-STEM,Queen Mary University of London,10007775,London,1,24300,15.4,314.9166667
Female,Law,Non-STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,1,16800,13.9,239.4481481
Female,Law,Non-STEM,Staffordshire University,10006299,West Midlands,1,17500,25.8,202.9139957
Female,Law,Non-STEM,Swansea University,10007855,Wales,1,17900,7,244.2776253
Female,Law,Non-STEM,Teesside University,10007161,North East,1,16400,33.7,211.9965278
Female,Law,Non-STEM,The City University,10001478,London,1,18200,4.9,288.6111111
Female,Law,Non-STEM,The Manchester Metropolitan University,10004180,North West,1,16400,11.6,240.9294872
Female,Law,Non-STEM,The Nottingham Trent University,10004797,East Midlands,1,17900,14.5,245.0845411
Female,Law,Non-STEM,The Open University,10007773,South East,1,21500,16.2,258.3431805
Female,Law,Non-STEM,The Robert Gordon University,10005500,Scotland,1,23400,0,244.2776253
Female,Law,Non-STEM,The School of Oriental and African Studies,10007780,London,1,21500,7.7,336.0606061
Female,Law,Non-STEM,The University of Aberdeen,10007783,Scotland,1,16400,0,244.2776253
Female,Law,Non-STEM,The University of Birmingham,10006840,West Midlands,1,18400,8.6,330.0740741
Female,Law,Non-STEM,The University of Bradford,10007785,Yorkshire and the Humber,1,16100,15.2,211.1309524
Female,Law,Non-STEM,The University of Bristol,10007786,South West,1,21500,5.7,354.7619048
Female,Law,Non-STEM,The University of Cambridge,10007788,East of England,1,31000,6.2,360
Female,Law,Non-STEM,The University of Central Lancashire,10007141,North West,1,16800,13,230.8014184
Female,Law,Non-STEM,The University of Dundee,10007852,Scotland,1,18200,0,244.2776253
Female,Law,Non-STEM,The University of East Anglia,10007789,East of England,1,18400,9.9,307.4119241
Female,Law,Non-STEM,The University of East London,10007144,London,1,17200,16.7,182.2569444
Female,Law,Non-STEM,The University of Edinburgh,10007790,Scotland,1,17700,0,244.2776253
Female,Law,Non-STEM,The University of Essex,10007791,East of England,1,20400,26.9,258.2258065
Female,Law,Non-STEM,The University of Exeter,10007792,South West,1,20100,11.2,340.4273504
Female,Law,Non-STEM,The University of Glasgow,10007794,Scotland,1,19000,0,244.2776253
Female,Law,Non-STEM,The University of Greenwich,10007146,London,1,19300,22.5,214.4489612
Female,Law,Non-STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,1,17900,19.1,236.1315789
Female,Law,Non-STEM,The University of Hull,10007149,Yorkshire and the Humber,1,15700,20.7,259.7435897
Female,Law,Non-STEM,The University of Keele,10007767,West Midlands,1,15700,14.3,276.372549
Female,Law,Non-STEM,The University of Kent,10007150,South East,1,19700,13.1,275.4166667
Female,Law,Non-STEM,The University of Lancaster,10007768,North West,1,17200,6.4,319.7916667
Female,Law,Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,1,18200,7.9,326.5306122
Female,Law,Non-STEM,The University of Leicester,10007796,East Midlands,1,19700,15.3,310.6862745
Female,Law,Non-STEM,The University of Lincoln,10007151,East Midlands,1,17200,12.5,242.1354167
Female,Law,Non-STEM,The University of Liverpool,10006842,North West,1,17900,12.3,313.877551
Female,Law,Non-STEM,The University of Manchester,10007798,North West,1,17200,10.1,329.2063492
Female,Law,Non-STEM,The University of Northampton,10007138,East Midlands,1,18600,19.4,209.4444444
Female,Law,Non-STEM,The University of Oxford,10007774,South East,1,23200,7.4,360
Female,Law,Non-STEM,The University of Portsmouth,10007155,South East,1,18600,16.8,250.6818182
Female,Law,Non-STEM,The University of Reading,10007802,South East,1,21200,11.6,298.8288288
Female,Law,Non-STEM,The University of Salford,10007156,North West,1,15700,13.9,241.494152
Female,Law,Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,1,19300,9.1,330.1666667
Female,Law,Non-STEM,The University of Southampton,10007158,South East,1,21400,16.7,328.1560284
Female,Law,Non-STEM,The University of Stirling,10007804,Scotland,1,20100,0,244.2776253
Female,Law,Non-STEM,The University of Strathclyde,10007805,Scotland,1,19900,0,244.2776253
Female,Law,Non-STEM,The University of Sunderland,10007159,North East,1,14600,16.3,212.6979167
Female,Law,Non-STEM,The University of Surrey,10007160,South East,1,22600,16,311.7333333
Female,Law,Non-STEM,The University of Sussex,10007806,South East,1,20100,14.9,318.2905983
Female,Law,Non-STEM,The University of the West of Scotland,10007800,Scotland,1,17500,0,244.2776253
Female,Law,Non-STEM,The University of Warwick,10007163,West Midlands,1,23400,10.4,346.9444444
Female,Law,Non-STEM,The University of West London,10006566,London,1,15000,9.5,192.4845679
Female,Law,Non-STEM,The University of Westminster,10007165,London,1,19000,6.9,244.1935484
Female,Law,Non-STEM,The University of Winchester,10003614,South East,1,17000,15.1,241.6666667
Female,Law,Non-STEM,The University of Wolverhampton,10007166,West Midlands,1,15500,19.7,185.9009009
Female,Law,Non-STEM,The University of York,10007167,Yorkshire and the Humber,1,22300,11.9,331.2280702
Female,Law,Non-STEM,University College London,10007784,London,1,26500,7.5,355.6666667
Female,Law,Non-STEM,University of Bedfordshire,10007152,East of England,1,15300,10.8,180.4520635
Female,Law,Non-STEM,University of Chester,10007848,North West,1,16400,16.1,234.1534392
Female,Law,Non-STEM,University of Derby,10007851,East Midlands,1,15300,22.3,208.3472222
Female,Law,Non-STEM,University of Durham,10007143,North East,1,26300,2.2,352.5
Female,Law,Non-STEM,University of Gloucestershire,10007145,South West,1,17200,20,231.4455782
Female,Law,Non-STEM,University of Hertfordshire,10007147,East of England,1,17000,16.1,238.375
Female,Law,Non-STEM,University of Newcastle-upon-Tyne,10007799,North East,1,19300,5.6,323.115942
Female,Law,Non-STEM,University of Northumbria at Newcastle,10001282,North East,1,17500,15,260.4365079
Female,Law,Non-STEM,University of Nottingham,10007154,East Midlands,1,20800,9.1,330.3773585
Female,Law,Non-STEM,University of Plymouth,10007801,South West,1,15300,28.7,247.3863636
Female,Law,Non-STEM,University of South Wales,10007793,Wales,1,15700,20,244.2776253
Female,Law,Non-STEM,"University of the West of England, Bristol",10007164,South West,1,17500,24.8,244.3617021
Female,Materials and technology,STEM,Buckinghamshire New University,10000975,South East,1,15300,19.7,191.0277778
Female,Materials and technology,STEM,The University of Manchester,10007798,North West,1,20400,3.5,329.2063492
Female,Mathematical sciences,STEM,Aston University,10007759,West Midlands,1,26600,4.2,299.9275362
